"Year" "Country" "Country_code" "World_Region" "Purpose_of_trip" "Accommodation_type" "Number_of_trip's_participants" "Nights_spent" "Travel_agency" "Sample_weight" "Total_expenditure" "Expenditure_for_organiser" "Private_expenditure" "Expenditure_on_accommodation" "Restaurant_expenditures" "Expenditure_on_transport" "Expenditure_on_commodities"
"412" 2019 "Tunisia" "TUN" "North_Africa" "Private" "Hotel" 1 6 "Yes" 115.63 5540 5540 0 0 0 0 0
"413" 2019 "Czech Republic" "CZE" "Eastern_Europe" "Private" "Hotel" 6 3 "No" 117.63 3870 0 3870 1500 1000 400 210
"414" 2019 "United Kingdom" "GBR" "North_Europe" "Private" "Not_rented" 2 4 "No" 93.58 1770 0 1770 80 200 1050 250
"415" 2019 "Switzerland" "CHE" "Western_Europe" "Private" "Not_rented" 2 5 "No" 89.99 2740 0 2740 150 400 785 1000
"416" 2019 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 1 4 "No" 59.82 2630 0 2630 0 250 450 1500
"417" 2019 "Sweden" "SWE" "North_Europe" "Business" "Not_rented" 3 3 "No" 117.45 1840 0 1840 0 400 1440 0
"418" 2019 "Germany" "DEU" "Western_Europe" "Business" "Other" 3 30 "No" 123.92 2650 0 2650 1150 1500 0 0
"419" 2019 "Italy" "ITA" "South_Europe" "Private" "Guesthouse" 1 16 "No" 106.58 5490 0 5490 2500 1500 1200 0
"420" 2019 "Norway" "NOR" "North_Europe" "Private" "Not_rented" 1 6 "No" 93 1950 0 1950 180 280 878 350
"421" 2019 "Ireland" "IRL" "North_Europe" "Private" "Hotel" 4 6 "Yes" 121.02 1950 1541 409 0 0 0 350
"422" 2019 "Germany" "DEU" "Western_Europe" "Business" "Private_accommodation" 1 4 "Yes" 65.37 4420 0 4420 250 0 3000 600
"423" 2019 "Turkey" "TUR" "South_Europe" "Private" "Hotel" 2 7 "Yes" 76.68 7080 5709 1371 0 0 200 1000
"424" 2019 "Sweden" "SWE" "North_Europe" "Private" "Not_rented" 4 4 "No" 93.08 3920 0 3920 0 500 1350 1600
"425" 2019 "Norway" "NOR" "North_Europe" "Business" "Private_accommodation" 3 16 "No" 92.85 3010 0 3010 1200 1000 800 10
"426" 2019 "United Kingdom" "GBR" "North_Europe" "Private" "Hotel" 5 3 "Yes" 80.38 3220 1323 1897 0 600 500 50
"427" 2019 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 4 7 "No" 97.58 2330 0 2330 500 500 480 700
"428" 2019 "United Kingdom" "GBR" "North_Europe" "Private" "Not_rented" 5 10 "No" 101.2 4150 0 4150 300 800 1770 1000
"429" 2019 "Croatia" "HRV" "South_Europe" "Private" "Agritourism_accommodation" 5 12 "No" 93.79 4780 0 4780 1700 1200 1100 0
"430" 2019 "Italy" "ITA" "South_Europe" "Private" "Agritourism_accommodation" 2 13 "No" 127.36 2510 0 2510 1000 1000 510 0
"431" 2019 "Greece" "GRC" "South_Europe" "Private" "Hotel" 1 7 "Yes" 62.89 7000 5804 1196 0 0 30 1000
"432" 2019 "Germany" "DEU" "Western_Europe" "Business" "Private_accommodation" 3 16 "No" 79.98 2830 0 2830 840 500 800 600
"433" 2019 "United Kingdom" "GBR" "North_Europe" "Business" "Not_rented" 1 5 "No" 123.59 1040 0 1040 0 150 360 530
"434" 2019 "Germany" "DEU" "Western_Europe" "Business" "Private_accommodation" 2 14 "No" 103.93 2710 0 2710 1500 760 450 0
"435" 2019 "Norway" "NOR" "North_Europe" "Private" "Not_rented" 6 13 "No" 124.81 5950 0 5950 780 860 650 3660
"436" 2019 "Belgium" "BEL" "Western_Europe" "Business" "Hotel" 1 4 "Yes" 108.09 3240 2777 463 0 0 0 463
"437" 2019 "Bulgaria" "BGR" "Eastern_Europe" "Private" "Hotel" 4 7 "Yes" 113.15 7010 6631 379 0 0 150 229
"438" 2019 "Croatia" "HRV" "South_Europe" "Private" "Not_rented" 3 4 "No" 120.18 1920 0 1920 200 140 500 1080
"439" 2019 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 6 7 "No" 74.92 1750 0 1750 0 860 500 200
"440" 2019 "China - Hong Kong" "HKG" "Far_East_Asia" "Private" "Hotel" 5 13 "Yes" 78.88 10567 2880 7687 2428 529 4428 252
"441" 2019 "Italy" "ITA" "South_Europe" "Private" "Hotel" 6 14 "No" 111.8 7710 0 7710 3264 632 600 1430
"442" 2019 "Russia" "RUS" "Eastern_Europe" "Private" "Not_rented" 6 8 "No" 116.01 1250 0 1250 0 1000 100 150
"443" 2019 "Germany" "DEU" "Western_Europe" "Private" "Guesthouse" 1 5 "Yes" 90.66 2590 1883 707 0 0 0 500
"444" 2019 "United Kingdom" "GBR" "North_Europe" "Private" "Not_rented" 6 18 "No" 132.1 2450 0 2450 0 665 600 1185
"445" 2019 "Egypt" "EKY" "North_Africa" "Private" "Hotel" 4 5 "Yes" 122.71 6880 5693 1187 0 0 200 500
"446" 2019 "United Kingdom" "GBR" "North_Europe" "Private" "Not_rented" 1 10 "No" 128.68 2440 0 2440 1000 400 640 240
"447" 2019 "United States of America" "USA" "North_America" "Private" "Not_rented" 4 20 "No" 107.79 5900 0 5900 400 1000 3500 0
"448" 2019 "Israel" "ISR" "Near_East_Asia" "Private" "Hotel" 1 4 "No" 108.99 4220 0 4220 1500 500 1000 600
"449" 2019 "Italy" "ITA" "South_Europe" "Private" "Hotel" 4 20 "Yes" 122.53 5310 4394 916 0 300 0 400
"450" 2019 "Germany" "DEU" "Western_Europe" "Business" "Hotel" 2 2 "Yes" 82.76 4300 0 4300 0 0 410 3410
"451" 2019 "Austria" "AUT" "Western_Europe" "Private" "Private_accommodation" 6 7 "No" 102.09 13118 0 13118 6000 3000 1300 50
"452" 2019 "Portugal" "PRT" "South_Europe" "Private" "Private_accommodation" 1 14 "Yes" 81.18 13094 6418 6676 3700 1772 1204 0
"453" 2019 "Dominican Republic" "DOM" "Australia_and_Oceania" "Private" "Hotel" 3 12 "Yes" 118.04 9040 8327 713 0 0 400 300
"454" 2019 "Spain" "ESP" "South_Europe" "Private" "Hotel" 4 14 "Yes" 106.47 2400 2067 333 0 0 20 150
"455" 2019 "United Kingdom" "GBR" "North_Europe" "Private" "Private_accommodation" 3 4 "No" 105.76 1720 0 1720 400 800 520 0
"456" 2019 "Greece" "GRC" "South_Europe" "Private" "Hotel" 6 8 "Yes" 107.18 9590 7446 2144 0 0 0 1100
"457" 2019 "Georgia" "GEO" "Near_East_Asia" "Private" "Guesthouse" 3 5 "No" 112.76 4490 0 4490 1500 500 1800 200
"458" 2019 "Bulgaria" "BGR" "Eastern_Europe" "Private" "Hotel" 4 7 "Yes" 125.86 7200 6545 655 0 0 0 655
"459" 2019 "France" "FRA" "Western_Europe" "Private" "Not_rented" 2 7 "No" 98.47 1230 0 1230 500 500 230 0
"460" 2019 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 3 7 "No" 109.84 1770 0 1770 0 300 800 500
"461" 2019 "Portugal" "PRT" "South_Europe" "Private" "Hotel" 6 14 "Yes" 86.64 6180 5517 663 0 0 0 600
"462" 2019 "Germany" "DEU" "Western_Europe" "Business" "Hotel" 2 4 "Yes" 131.06 1770 885 885 300 100 200 200
"463" 2019 "Germany" "DEU" "Western_Europe" "Business" "Not_rented" 1 25 "No" 69.01 3570 0 3570 1350 1200 600 100
"464" 2019 "Italy" "ITA" "South_Europe" "Private" "Guesthouse" 5 6 "No" 99.71 7260 0 7260 669 2000 2750 1399
"465" 2019 "Spain" "ESP" "South_Europe" "Private" "Hotel" 1 7 "Yes" 96.75 3770 2882 888 0 200 0 600
"466" 2019 "Lithuania" "LTU" "North_Europe" "Private" "Not_rented" 1 5 "No" 91.74 2240 0 2240 0 1000 500 740
"467" 2019 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 6 25 "No" 123.64 2090 0 2090 0 1950 140 0
"468" 2019 "Croatia" "HRV" "South_Europe" "Private" "Agritourism_accommodation" 2 10 "No" 121.22 6800 0 6800 2600 1400 2000 800
"469" 2019 "United Kingdom" "GBR" "North_Europe" "Business" "Private_accommodation" 2 14 "Yes" 115.93 6710 5630 1080 0 500 150 430
"470" 2019 "Germany" "DEU" "Western_Europe" "Business" "Private_accommodation" 1 23 "No" 105.94 1930 0 1930 1000 400 400 130
"471" 2019 "Germany" "DEU" "Western_Europe" "Business" "Other" 3 14 "No" 107.89 7280 0 7280 400 200 600 800
"472" 2019 "Germany" "DEU" "Western_Europe" "Business" "Agritourism_accommodation" 3 20 "No" 122.61 2410 0 2410 1000 1000 100 310
"473" 2019 "Portugal" "PRT" "South_Europe" "Private" "Hotel" 5 7 "Yes" 79.77 5790 5411 379 0 0 379 0
"474" 2019 "Greece" "GRC" "South_Europe" "Private" "Guesthouse" 6 7 "Yes" 105.73 4530 3484 1046 0 0 0 900
"475" 2019 "Vatican City" "VAT" "South_Europe" "Private" "Hotel" 6 6 "Yes" 126.67 1980 1980 0 0 0 0 0
"476" 2019 "Germany" "DEU" "Western_Europe" "Business" "Private_accommodation" 1 20 "No" 103.4 3600 0 3600 1200 600 800 1000
"477" 2019 "United Kingdom" "GBR" "North_Europe" "Private" "Not_rented" 5 12 "No" 87.27 3710 0 3710 500 1020 750 800
"478" 2019 "Turkey" "TUR" "South_Europe" "Private" "Hotel" 5 6 "Yes" 90.84 5780 5351 429 0 0 100 300
"479" 2019 "United States of America" "USA" "North_America" "Private" "Not_rented" 2 14 "No" 66.01 4300 0 4300 0 1000 2100 100
"480" 2019 "Switzerland" "CHE" "Western_Europe" "Private" "Not_rented" 3 4 "No" 114.64 5270 0 5270 0 3172 640 600
"481" 2019 "Italy" "ITA" "South_Europe" "Private" "Hotel" 2 8 "No" 119.13 5960 0 5960 2000 2000 1500 460
"482" 2019 "Greece" "GRC" "South_Europe" "Private" "Hotel" 4 7 "Yes" 117.95 1850 1363 487 0 100 0 150
"483" 2019 "Spain" "ESP" "South_Europe" "Private" "Hotel" 2 7 "Yes" 83.92 4870 4870 0 0 0 0 0
"484" 2019 "Spain" "ESP" "South_Europe" "Private" "Hostel" 6 13 "Yes" 132.01 2530 2530 0 0 0 0 0
"485" 2019 "Spain" "ESP" "South_Europe" "Private" "Hotel" 5 6 "Yes" 105.82 6270 5684 586 0 200 0 0
"486" 2019 "Greece" "GRC" "South_Europe" "Private" "Not_rented" 2 8 "No" 95.93 5850 0 5850 320 360 4000 500
"487" 2019 "Germany" "DEU" "Western_Europe" "Business" "Hotel" 2 20 "No" 114.04 1960 0 1960 800 740 420 0
"488" 2019 "Netherlands" "NLD" "Western_Europe" "Business" "Hotel" 2 7 "Yes" 117.93 10486 10486 0 0 0 0 0
"489" 2019 "Egypt" "EKY" "North_Africa" "Private" "Hotel" 2 8 "Yes" 98.56 8710 8497 213 0 0 0 200
"490" 2019 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 3 4 "No" 127.52 1380 0 1380 350 400 480 150
"491" 2019 "India" "IND" "Far_East_Asia" "Private" "Not_rented" 5 25 "No" 114.19 6590 0 6590 0 500 4600 400
"492" 2019 "Italy" "ITA" "South_Europe" "Business" "Agritourism_accommodation" 1 14 "No" 121.8 2780 0 2780 700 700 1000 380
"493" 2019 "Lithuania" "LTU" "North_Europe" "Private" "Hotel" 1 1 "No" 101.74 1650 0 1650 600 220 400 200
"494" 2019 "Ukraine" "UKR" "Eastern_Europe" "Private" "Not_rented" 4 2 "No" 100.39 1940 0 1940 0 400 600 940
"495" 2019 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 1 4 "No" 118.85 1640 0 1640 300 250 500 450
"496" 2019 "Greece" "GRC" "South_Europe" "Private" "Hotel" 3 7 "Yes" 100.49 6730 5262 1468 0 232 260 976
"497" 2019 "Georgia" "GEO" "Near_East_Asia" "Private" "Not_rented" 4 14 "No" 102.82 2700 0 2700 0 600 1400 100
"498" 2019 "Russia" "RUS" "Eastern_Europe" "Private" "Hotel" 6 10 "Yes" 99.85 5250 3868 1382 0 400 0 850
"499" 2019 "Greece" "GRC" "South_Europe" "Private" "Hotel" 4 4 "Yes" 127.12 4150 4150 0 0 0 0 0
"500" 2019 "Cyprus" "CYP" "South_Europe" "Business" "Private_accommodation" 1 2 "Unknown" 91.44 8410 0 8410 500 2860 1460 397
"501" 2019 "Singapore" "SGP" "Far_East_Asia" "Business" "Hostel" 1 7 "Yes" 124 9270 8279 991 0 837 0 0
"502" 2019 "Turkey" "TUR" "South_Europe" "Private" "Hotel" 1 7 "Yes" 84.06 3460 3013 447 0 0 0 415
"503" 2019 "Italy" "ITA" "South_Europe" "Private" "Hotel" 2 7 "Yes" 68.56 3040 2533 507 0 0 500 0
"504" 2019 "Bulgaria" "BGR" "Eastern_Europe" "Private" "Hotel" 1 7 "Yes" 114.95 8370 6480 1890 0 1500 50 200
"505" 2019 "United Arab Emirates" "ARE" "Near_East_Asia" "Private" "Hotel" 4 20 "No" 109.95 16683 0 16683 7000 2000 4000 500
"506" 2019 "France" "FRA" "Western_Europe" "Business" "Not_rented" 2 14 "Yes" 87.66 6490 5460 1030 0 460 0 520
"507" 2019 "Spain" "ESP" "South_Europe" "Private" "Hotel" 2 8 "Yes" 97.85 6930 6600 330 0 0 200 130
"508" 2019 "Panama" "PAN" "Australia_and_Oceania" "Private" "Hotel" 2 9 "No" 116.01 3410 0 3410 1000 700 1710 0
"509" 2019 "Ukraine" "UKR" "Eastern_Europe" "Private" "Not_rented" 5 16 "No" 112.36 2780 0 2780 0 600 1000 800
"510" 2019 "Turkey" "TUR" "South_Europe" "Private" "Hotel" 5 14 "No" 129.4 2760 0 2760 1000 1000 600 0
"511" 2019 "Spain" "ESP" "South_Europe" "Private" "Guesthouse" 5 4 "No" 128.47 2700 0 2700 1300 400 450 400
"512" 2019 "Egypt" "EKY" "North_Africa" "Private" "Hotel" 6 7 "Yes" 88.24 2400 2138 262 0 0 0 262
"513" 2019 "Greece" "GRC" "South_Europe" "Private" "Hotel" 3 11 "Yes" 63.09 9790 9235 555 0 0 100 455
"514" 2019 "Hungary" "HUN" "Eastern_Europe" "Private" "Guesthouse" 1 4 "No" 100.33 1800 0 1800 800 400 600 0
"515" 2019 "United Kingdom" "GBR" "North_Europe" "Private" "Hotel" 6 6 "Yes" 108.35 1480 853 627 0 350 140 110
"516" 2019 "Egypt" "EKY" "North_Africa" "Private" "Guesthouse" 5 7 "Yes" 56.74 2370 2370 0 0 0 0 0
"517" 2019 "Jordan" "JOR" "Near_East_Asia" "Private" "Hotel" 5 10 "Yes" 123.75 6870 6245 625 0 0 200 157
"518" 2019 "Bulgaria" "BGR" "Eastern_Europe" "Private" "Hotel" 1 7 "Yes" 99.17 3330 3330 0 0 0 0 0
"519" 2019 "Turkey" "TUR" "South_Europe" "Private" "Hotel" 2 10 "Yes" 106.29 7580 7181 399 0 0 0 399
"520" 2019 "Canada" "CAN" "North_America" "Private" "Not_rented" 1 25 "No" 111.05 5410 0 5410 900 1000 3040 470
"521" 2019 "Belgium" "BEL" "Western_Europe" "Private" "Not_rented" 5 7 "No" 83.53 3070 0 3070 0 900 900 900
"522" 2019 "United Kingdom" "GBR" "North_Europe" "Private" "Not_rented" 5 5 "No" 106.02 1270 0 1270 0 100 500 670
"523" 2019 "Sweden" "SWE" "North_Europe" "Business" "Other" 3 15 "Yes" 103.61 5450 5168 282 0 0 0 282
"524" 2019 "Italy" "ITA" "South_Europe" "Private" "Hotel" 5 7 "No" 114.2 7300 0 7300 2500 1500 700 1500
"525" 2019 "Austria" "AUT" "Western_Europe" "Business" "Private_accommodation" 3 25 "No" 59.93 1870 0 1870 500 500 300 570
"526" 2019 "Germany" "DEU" "Western_Europe" "Business" "Private_accommodation" 1 21 "No" 99.64 3020 0 3020 650 1100 700 250
"527" 2019 "Lithuania" "LTU" "North_Europe" "Private" "Guesthouse" 1 3 "Yes" 89.03 1100 853 247 0 100 0 0
"528" 2019 "Germany" "DEU" "Western_Europe" "Private" "Hotel" 6 3 "No" 126.58 3400 0 3400 1000 800 1500 100
"529" 2019 "Austria" "AUT" "Western_Europe" "Private" "Hotel" 3 6 "Yes" 93.16 4560 2192 2368 0 1200 160 800
"530" 2019 "Croatia" "HRV" "South_Europe" "Private" "Agritourism_accommodation" 3 11 "No" 101.18 6820 0 6820 2000 2000 1200 500
"531" 2019 "Georgia" "GEO" "Near_East_Asia" "Private" "Not_rented" 1 14 "No" 85.52 2150 0 2150 0 600 1400 100
"532" 2019 "Australia" "AUS" "Australia_and_Oceania" "Private" "Not_rented" 5 12 "No" 71.02 9180 0 9180 120 550 8220 290
"533" 2019 "Malta" "MLT" "South_Europe" "Private" "Hotel" 4 7 "No" 121.6 6470 0 6470 1800 1000 2000 0
"534" 2019 "Sweden" "SWE" "North_Europe" "Private" "Not_rented" 6 10 "No" 122.69 3410 0 3410 0 800 1500 600
"535" 2019 "Georgia" "GEO" "Near_East_Asia" "Private" "Hotel" 6 8 "Yes" 119.7 4090 4090 0 0 0 0 0
"536" 2019 "Greece" "GRC" "South_Europe" "Private" "Hotel" 5 7 "Yes" 110.15 4570 4394 176 0 0 0 176
"537" 2019 "Greece" "GRC" "South_Europe" "Private" "Hotel" 1 8 "Yes" 106.07 4790 3504 1286 0 0 200 500
"538" 2019 "Bulgaria" "BGR" "Eastern_Europe" "Private" "Hotel" 5 13 "No" 75.71 6810 0 6810 1000 2000 2000 800
"539" 2019 "Israel" "ISR" "Near_East_Asia" "Private" "Hotel" 2 7 "Yes" 104.52 8130 8015 115 0 0 0 100
"540" 2019 "Egypt" "EKY" "North_Africa" "Private" "Hotel" 1 7 "Yes" 105.82 9120 6472 2648 0 0 50 200
"541" 2019 "Belgium" "BEL" "Western_Europe" "Private" "Not_rented" 3 20 "No" 116.35 4000 0 4000 0 1000 1300 930
"542" 2019 "Germany" "DEU" "Western_Europe" "Private" "Hotel" 3 2 "Yes" 104.69 1190 884 306 0 40 0 266
"543" 2019 "Egypt" "EKY" "North_Africa" "Private" "Hotel" 3 10 "Yes" 85.57 3310 2470 840 0 500 0 340
"544" 2019 "Czech Republic" "CZE" "Eastern_Europe" "Private" "Guesthouse" 5 3 "No" 88.39 2300 0 2300 600 800 900 0
"545" 2019 "Denmark" "DNK" "North_Europe" "Private" "Guesthouse" 6 4 "Yes" 116.22 3030 2000 1030 0 0 0 726
"546" 2019 "Hungary" "HUN" "Eastern_Europe" "Private" "Hotel" 6 5 "No" 110.94 2020 0 2020 650 400 230 330
"547" 2019 "France" "FRA" "Western_Europe" "Private" "Hotel" 1 5 "No" 91.23 3420 0 3420 800 1500 1120 0
"548" 2019 "Germany" "DEU" "Western_Europe" "Business" "Other" 2 14 "Yes" 129.07 20098 17733 2365 0 0 0 2000
"549" 2019 "Turkey" "TUR" "South_Europe" "Private" "Hotel" 4 7 "Yes" 68.64 3400 2550 850 0 100 400 300
"550" 2019 "Bulgaria" "BGR" "Eastern_Europe" "Private" "Hotel" 5 7 "Yes" 86.76 3710 3478 232 0 0 0 200
"551" 2019 "Croatia" "HRV" "South_Europe" "Private" "Hotel" 4 9 "Yes" 115.04 3150 2223 927 0 500 0 427
"552" 2019 "United Kingdom" "GBR" "North_Europe" "Business" "Hotel" 3 4 "No" 116.01 2450 0 2450 2000 100 60 50
"553" 2019 "Germany" "DEU" "Western_Europe" "Private" "Hostel" 1 2 "No" 103.05 1360 0 1360 250 150 250 550
"554" 2019 "Egypt" "EKY" "North_Africa" "Private" "Hotel" 6 7 "Yes" 123.23 6650 6650 0 0 0 0 0
"555" 2019 "Croatia" "HRV" "South_Europe" "Private" "Private_accommodation" 4 12 "No" 128.43 3020 0 3020 1000 1200 600 200
"556" 2019 "Netherlands" "NLD" "Western_Europe" "Business" "Private_accommodation" 1 20 "No" 85.12 2870 0 2870 1500 900 470 0
"557" 2019 "Greece" "GRC" "South_Europe" "Private" "Hotel" 6 10 "No" 119.38 7710 0 7710 3000 4200 510 0
"558" 2019 "Ukraine" "UKR" "Eastern_Europe" "Private" "Not_rented" 5 25 "No" 71.7 1680 0 1680 0 1000 600 80
"559" 2019 "Italy" "ITA" "South_Europe" "Private" "Hotel" 6 6 "No" 71.38 7330 0 7330 2500 1600 2850 100
"560" 2019 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 1 7 "No" 59.99 1840 0 1840 140 1000 600 0
"561" 2019 "Italy" "ITA" "South_Europe" "Private" "Hotel" 1 7 "No" 116.98 1430 0 1430 400 500 530 0
"562" 2019 "Czech Republic" "CZE" "Eastern_Europe" "Private" "Hotel" 6 3 "No" 119.49 3240 0 3240 2500 500 240 0
"563" 2019 "United Kingdom" "GBR" "North_Europe" "Private" "Not_rented" 3 6 "No" 116.71 1670 0 1670 200 800 610 60
"564" 2019 "Greece" "GRC" "South_Europe" "Private" "Hotel" 4 7 "Yes" 83.92 12153 8067 4086 0 600 0 1900
"565" 2019 "Denmark" "DNK" "North_Europe" "Private" "Hotel" 4 16 "No" 127.05 2910 0 2910 910 2000 0 0
"566" 2019 "Norway" "NOR" "North_Europe" "Business" "Private_accommodation" 1 25 "Yes" 129.5 1600 0 1600 200 500 505 395
"567" 2019 "Austria" "AUT" "Western_Europe" "Business" "Not_rented" 2 1 "No" 92.98 4910 0 4910 0 0 4910 0
"568" 2019 "United Kingdom" "GBR" "North_Europe" "Private" "Not_rented" 5 14 "No" 104.64 1890 0 1890 420 700 450 200
"569" 2019 "United Kingdom" "GBR" "North_Europe" "Private" "Not_rented" 6 14 "No" 77.66 6000 0 6000 0 800 2800 2400
"570" 2019 "Bulgaria" "BGR" "Eastern_Europe" "Private" "Hotel" 5 11 "Yes" 131.88 3520 3392 128 0 0 0 128
"571" 2019 "Germany" "DEU" "Western_Europe" "Business" "Hotel" 3 2 "No" 96.33 1350 0 1350 300 300 750 0
"572" 2019 "Croatia" "HRV" "South_Europe" "Private" "Hotel" 2 10 "Yes" 88.57 6470 6470 0 0 0 0 0
"573" 2019 "Bulgaria" "BGR" "Eastern_Europe" "Private" "Hotel" 1 8 "Yes" 119.8 5170 4700 470 0 0 100 200
"574" 2019 "Netherlands" "NLD" "Western_Europe" "Private" "Hotel" 4 4 "No" 130.42 4490 0 4490 1150 650 1250 754
"575" 2019 "Finland" "FIN" "North_Europe" "Private" "Not_rented" 1 3 "No" 86.69 7670 0 7670 60 200 200 5000
"576" 2019 "Lithuania" "LTU" "North_Europe" "Private" "Not_rented" 6 4 "No" 117.19 1580 0 1580 320 450 750 60
"577" 2019 "Lithuania" "LTU" "North_Europe" "Private" "Hotel" 1 5 "Yes" 76.3 1570 1365 205 0 0 0 180
"578" 2019 "France" "FRA" "Western_Europe" "Private" "Not_rented" 4 3 "No" 102.38 1600 0 1600 0 650 699 100
"579" 2019 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 3 7 "No" 108.2 1380 0 1380 0 600 450 330
"580" 2019 "United Kingdom" "GBR" "North_Europe" "Business" "Hostel" 1 9 "No" 111.79 2010 0 2010 800 350 850 10
"581" 2019 "Egypt" "EKY" "North_Africa" "Private" "Hotel" 1 10 "Yes" 128.55 6640 6640 0 0 0 0 0
"582" 2019 "Spain" "ESP" "South_Europe" "Private" "Hotel" 6 7 "Yes" 78.45 2920 2920 0 0 0 0 0
"583" 2019 "Netherlands" "NLD" "Western_Europe" "Private" "Not_rented" 5 14 "No" 114.22 3580 0 3580 0 1000 1800 200
"584" 2019 "Slovakia" "SVK" "Eastern_Europe" "Private" "Guesthouse" 6 5 "No" 108.6 2650 0 2650 580 460 420 750
"585" 2019 "Bulgaria" "BGR" "Eastern_Europe" "Private" "Hotel" 1 7 "Yes" 121.14 5980 3432 2548 1300 1000 248 0
"586" 2019 "Brazil" "BRA" "South_America" "Private" "Hotel" 2 19 "Yes" 48.65 9610 8048 1562 0 578 100 200
"587" 2019 "Ireland" "IRL" "North_Europe" "Private" "Not_rented" 5 12 "No" 123.29 1760 0 1760 0 910 800 50
"588" 2019 "United Kingdom" "GBR" "North_Europe" "Business" "Not_rented" 2 7 "No" 88.42 1650 0 1650 375 500 760 15
"589" 2019 "France" "FRA" "Western_Europe" "Private" "Guesthouse" 2 7 "No" 124.06 4540 0 4540 2000 1800 600 140
"590" 2019 "Slovakia" "SVK" "Eastern_Europe" "Private" "Guesthouse" 6 2 "Yes" 104.28 1520 1085 435 0 0 200 0
"591" 2019 "Italy" "ITA" "South_Europe" "Private" "Hotel" 1 3 "Yes" 69.51 1130 904 226 0 200 0 26
"592" 2019 "Spain" "ESP" "South_Europe" "Private" "Hotel" 5 6 "Yes" 126.07 5590 4472 1118 0 0 280 320
"593" 2019 "Czech Republic" "CZE" "Eastern_Europe" "Private" "Guesthouse" 4 18 "No" 121.95 3470 0 3470 500 2000 800 170
"594" 2019 "Norway" "NOR" "North_Europe" "Business" "Private_accommodation" 2 14 "Unknown" 70.24 6730 0 6730 2000 2000 1400 700
"595" 2019 "Ukraine" "UKR" "Eastern_Europe" "Private" "Hotel" 2 6 "Yes" 131.34 2240 1600 640 0 200 0 400
"596" 2019 "Morocco" "MAR" "North_Africa" "Business" "Hotel" 1 7 "Yes" 115.96 2700 2492 208 0 0 0 208
"597" 2019 "Tunisia" "TUN" "North_Africa" "Private" "Hotel" 6 14 "Yes" 95.65 12333 11127 1206 0 200 100 500
"598" 2019 "Greece" "GRC" "South_Europe" "Private" "Hotel" 1 6 "Yes" 108.52 5540 4059 1481 0 150 150 450
"599" 2019 "Portugal" "PRT" "South_Europe" "Private" "Hostel" 5 3 "No" 123.37 1640 0 1640 600 400 390 190
"600" 2019 "Turkey" "TUR" "South_Europe" "Private" "Hotel" 5 12 "Yes" 101.41 5530 5351 179 0 0 150 29
"601" 2019 "Czech Republic" "CZE" "Eastern_Europe" "Private" "Hotel" 5 7 "No" 51.1 2070 0 2070 1400 200 470 0
"602" 2019 "Turkey" "TUR" "South_Europe" "Private" "Hotel" 1 6 "Yes" 46.72 5260 4416 844 0 0 0 844
"603" 2019 "Spain" "ESP" "South_Europe" "Private" "Hotel" 4 10 "No" 92.92 5790 0 5790 2593 1500 1697 0
"604" 2019 "Belgium" "BEL" "Western_Europe" "Private" "Private_accommodation" 1 25 "No" 108.17 3000 0 3000 1000 0 500 1300
"605" 2019 "Egypt" "EKY" "North_Africa" "Private" "Hotel" 1 15 "Yes" 128.66 8360 7431 929 0 0 0 929
"606" 2019 "Turkey" "TUR" "South_Europe" "Private" "Hotel" 1 7 "Yes" 108 10290 9249 1041 0 0 0 100
"607" 2019 "Czech Republic" "CZE" "Eastern_Europe" "Private" "Private_accommodation" 2 2 "No" 124.9 1950 0 1950 250 500 810 50
"608" 2019 "Germany" "DEU" "Western_Europe" "Private" "Not_rented" 4 20 "No" 108.21 1480 0 1480 0 1250 120 100
"609" 2019 "Germany" "DEU" "Western_Europe" "Business" "Not_rented" 1 25 "No" 79.02 3080 0 3080 1200 1500 380 0
"610" 2019 "Lithuania" "LTU" "North_Europe" "Private" "Hotel" 3 5 "Yes" 97.79 2590 1836 754 0 0 0 720
"611" 2019 "Greece" "GRC" "South_Europe" "Private" "Hotel" 2 7 "Yes" 43.26 2810 2341 469 0 0 200 269
"612" 2019 "Germany" "DEU" "Western_Europe" "Business" "Private_accommodation" 2 14 "No" 122.85 4610 0 4610 1500 1000 400 1400
"613" 2019 "Cape Verde" "CPV" "South_Africa" "Business" "Not_rented" 1 9 "Yes" 67.11 9170 3357 5813 0 0 5210 0
"614" 2019 "France" "FRA" "Western_Europe" "Business" "Hotel" 3 3 "No" 73.78 2320 0 2320 500 600 700 300
"615" 2019 "China" "CHN" "Far_East_Asia" "Private" "Hotel" 6 14 "Yes" 86.43 16627 16433 194 0 0 0 194
"616" 2019 "Hungary" "HUN" "Eastern_Europe" "Private" "Hotel" 4 4 "Yes" 130.76 1540 1540 0 0 0 0 0
